floe_id,area_px,centroid_x,centroid_y,avg_temp,min_temp,max_temp,std_temp
146,6,551.2766439909298,277.8185941043084,-21.575172424316406,-22.27179527282715,-20.77899742126465,0.2892310321331024
147,2,323.43037974683546,274.74050632911394,-21.52250099182129,-22.156484603881836,-21.007802963256836,0.2606599032878876
148,1,612.0869565217391,280.44565217391306,-21.324464797973633,-21.926137924194336,-20.664709091186523,0.3173657953739166
149,26,272.68526785714283,307.578125,-21.94805908203125,-22.618154525756836,-21.007802963256836,0.2713686227798462
150,10,234.2537313432836,342.72727272727275,-21.976346969604492,-22.7337703704834,-21.007802963256836,0.33088234066963196
151,14,271.0306435137896,349.7150153217569,-22.11604881286621,-22.96523094177246,-21.007802963256836,0.42058518528938293
152,1,627.2117647058824,285.54117647058825,-21.111690521240234,-21.466360092163086,-20.664709091186523,0.21843469142913818
153,5,55.76123595505618,292.2780898876405,-21.972963333129883,-22.618154525756836,-21.236928939819336,0.3028233051300049
154,2,209.18274111675126,289.89340101522845,-21.83293914794922,-22.38716697692871,-21.236928939819336,0.3004310429096222
155,5,319.46666666666664,294.464,-21.748180389404297,-22.156484603881836,-21.007802963256836,0.3120657503604889
156,8,345.15824915824913,297.83501683501686,-21.884483337402344,-22.618154525756836,-20.77899742126465,0.36657002568244934
157,1,561.3364485981308,290.10280373831773,-21.426969528198242,-22.0412654876709,-20.664709091186523,0.3253593146800995
158,18,508.5146708961142,308.934179222839,-22.105134963989258,-22.96523094177246,-20.77899742126465,0.3953796327114105
159,0,2.923076923076923,295.2307692307692,-21.841325759887695,-22.27179527282715,-21.351598739624023,0.24145808815956116
160,3,107.40677966101696,299.83474576271186,-21.92053985595703,-22.618154525756836,-21.12233543395996,0.30002620816230774
161,6,27.782222222222224,302.8488888888889,-22.14802360534668,-22.849462509155273,-21.236928939819336,0.41075748205184937
162,16,452.53708668453976,320.09025915996426,-21.764083862304688,-22.38716697692871,-20.664709091186523,0.31542930006980896
163,1,223.30555555555554,301.1203703703704,-21.621793746948242,-22.156484603881836,-21.12233543395996,0.25898855924606323
164,4,600.549645390071,306.57092198581563,-21.01074981689453,-21.5811824798584,-20.664709091186523,0.1865820735692978
165,5,91.62182741116752,312.2208121827411,-22.01613998413086,-22.7337703704834,-21.236928939819336,0.31982889771461487
